派别,场所名称,地址,负责人姓名,省级行政区,省属地级行政区/直辖市属县区级行政区,经纬度,,,,,,
全真,青白观,河北省邢台市隆尧县千户营乡国家庄村,郭振廷,河北,邢台市,"114.879333,37.395741",,,,,,
全真,大陆泽三皇庙,河北省邢台市隆尧县千户营乡杜家庄村,齐胜素,河北,邢台市,"114.949313,37.390126",,,,,,
全真,关帝庙,河北省邢台市平乡县油召乡油召村,赵双宝,河北,邢台市,"114.961013,37.061993",,,,,,
全真,真武庙,河北省邢台市平乡县平乡镇北门,程凌云,河北,邢台市,"114.915901,36.989132",,,,,,
全真,真武庙,河北省邢台市平乡县节固乡节固,李杏彩,河北,邢台市,"114.976661,37.095189",,,,,,
全真,玉皇庙,河北省邢台市沙河市褡裢办褡裢村,李爱臣,河北,邢台市,"114.501966,36.851180",,,,,,
全真,中汪南海庙,河北省邢台市沙河市褡裢办中汪村,石存的,河北,邢台市,"114.541519,36.858395",,,,,,
全真,泰山圣母神祠,河北省邢台市沙河市留村乡北阳村,宋成喜,河北,邢台市,"114.556864,36.955199",,,,,,
全真,甄泽观,河北省邢台市沙河市桥西办赵泗水村,马增书,河北,邢台市,"114.488194,36.859861",,,,,,
全真,孔庄圣母宫,河北省邢台市沙河市孔庄村,王花增,河北,邢台市,"114.209120,36.980497",,,,,,
全真,渡口太清宫,河北省邢台市沙河市渡口太清宫,范玲的,河北,邢台市,"114.162007,36.933883",,,,,,
全真,东岳天齐庙,河北省邢台市沙河市桥东办杜三村,赵至华,河北,邢台市,"114.610866,36.909948",,,,,,
全真,奶奶庙,河北省邢台市沙河市柴关乡王硇村南,崔小荣,河北,邢台市,"114.062473,36.907720",,,,,,
全真,天齐庙,河北省邢台市隆尧县隆尧镇北甫村,刘小花,河北,邢台市,"114.779077,37.370854",,,,,,
全真,真武庙,河北省邢台市平乡县平乡镇霍林寨,周西臣,河北,邢台市,"114.974632,36.992594",,,,,,
全真,吕祖纯阳宫,河北省邢台市邢台县南石门镇尹郭村,刘高正,河北,邢台市,"114.397020,37.059194",,,,,,
全真,合山庙,河北省邢台市邢台县豫让桥办事处先于村,沈小花,河北,邢台市,"114.550461,37.092323",,,,,,
全真,圣母宫,河北省邢台市邢台县皇寺镇西张马村,陈花珍,河北,邢台市,"114.284311,37.172690",,,,,,
全真,天齐庙,河北省邢台市任县骆庄乡骆四村,曾庆刚,河北,邢台市,"114.812474,37.116248",,,,,,
全真,武圣祠,河北省邢台市任县永福庄乡,赵石子,河北,邢台市,"114.715304,37.205686",,,,,,
全真,玉皇庙,河北省邢台市任县天口乡北定村,刘兰粉,河北,邢台市,"114.880051,37.183845",,,,,,
全真,真武庙,河北省邢台市任县骆庄乡东望村,董章庆,河北,邢台市,"114.861281,37.107572",,,,,,
全真,北关真武庙,河北省邢台市南和县县城北关,赵红军,河北,邢台市,"114.683762,37.005041",,,,,,
全真,东岳庙,河北省邢台市南和县郝桥镇东薛屯村,程慧敏,河北,邢台市,"114.781307,37.041898",,,,,,
全真,三清观,河北省邢台市威县洺州镇北关,杨素君,河北,邢台市,"115.263547,36.982517",,,,,,
全真,三官庙,河北省邢台市威县方营乡北方营村,于安中,河北,邢台市,"115.343624,36.970227",,,,,,
全真,玉皇阁,河北省邢台市威县洺州镇李寨村,潘景朝,河北,邢台市,"115.290325,36.972798",,,,,,
全真,二郎庙,河北省邢台市威县贺营乡徐村,刘成宝,河北,邢台市,"115.309438,37.084365",,,,,,
全真,玉皇庙,河北省邢台市威县方营乡南里村,王桂峰,河北,邢台市,"115.356862,37.023949",,,,,,
全真,圣母庙,河北省邢台市威县第什营乡北刘村,杨书林,河北,邢台市,"115.232197,36.873323",,,,,,
全真,天仙观,河北省邢台市宁晋县耿庄桥镇孟家庄村,钱华均,河北,邢台市,"115.035750,37.479103",,,,,,
全真,赐福宫,河北省邢台市清河县快活林森林公园,韩一安,河北,邢台市,"115.591813,37.061345",,,,,,
全真,玉皇观,河北省邢台市清河县王官庄镇葛家村,韩一安,河北,邢台市,"115.594969,37.002440",,,,,,
全真,晨霞观,河北省邢台市临西县河西镇晨霞观,李玉莲,河北,邢台市,"115.688207,36.864028",,,,,,
全真,五指灵山,河北省邢台市沙河市蝉房乡后渐寺村,元现的,河北,邢台市,"114.067973,36.961705",,,,,,
全真,府城隍庙,河北省邢台市桥东区珍珠街,马海文,河北,邢台市,"114.503253,37.073370",,,,,,
全真,抱朴道院,河北省石家庄市井陉矿区清泉起龙山,关锁文,河北,石家庄市,"114.062258,38.065446",,,,,,
全真,金阙宫,河北省石家庄市鹿泉市抱犊寨风景区内,邓元富,河北,石家庄市,"114.268337,38.091513",,,,,,
全真,十方院,河北省石家庄市鹿泉市西门外太平河南岸,黄信阳,河北,石家庄市,"114.357970,38.088517",,,,,,
全真,三霄宫,河北省石家庄市鹿泉市黄壁庄镇翠巍山东,胡喜英,河北,石家庄市,"114.322820,38.240246",,,,,,
全真,太和宫,河北省石家庄市元氏县槐阳镇南街,刘跃辉,河北,石家庄市,"114.536917,37.770546",,,,,,
全真,碧霞宫,河北省石家庄市藁城市南营镇马庄村,靳更辰,河北,石家庄市,"114.777770,37.907293",,,,,,
全真,高台庙,河北省石家庄市藁城廉州镇北街,张俊明,河北,石家庄市,"114.844453,38.037063",,,,,,
全真,关帝庙,河北省石家庄市桥西区振头一街,黄信阳,河北,石家庄市,"114.452942,38.023604",,,,,,
全真,关帝庙,河北省石家庄市杜北乡南高基村,周桂芝,河北,石家庄市,"114.468300,38.111601",,,,,,
全真,北岳庙,河北省石家庄市栾城县冶河镇端固庄村,徐福计,河北,石家庄市,"114.665321,37.931913",,,,,,
全真,南岳庙,河北省石家庄市栾城县栾城镇高家庄,李西军,河北,石家庄市,"114.666295,37.886809",,,,,,
全真,三清观,河北省石家庄市灵寿县三圣院乡北纪城村,张玉山,河北,石家庄市,"114.443038,38.305790",,,,,,
全真,青龙观,河北省石家庄市平山县北冶乡,李玄明,河北,石家庄市,"113.811260,38.253812",,,,,,
全真,王母观,河北省石家庄市平山县王坡乡营盘村,陈立雄,河北,石家庄市,"114.097040,38.492622",,,,,,
全真,王母阁,河北省石家庄市平山镇王母村,王全海,河北,石家庄市,"114.174684,38.287858",,,,,,
全真,老君堂,河北省石家庄市平山县小觉镇上卸甲河村,赵建明,河北,石家庄市,"113.729485,38.424935",,,,,,
全真,玉皇庙,河北省石家庄市赞皇县嶂石岩村,谢玉学,河北,石家庄市,"114.047220,37.451571",,,,,,
全真,青龙山道观,河北省石家庄市赞皇县清河乡孤山村,郭志民,河北,石家庄市,"114.424793,37.568951",,,,,,
全真,人祖庙,河北省石家庄市赵县前大章乡双庙村,白二根,河北,石家庄市,"114.780305,37.837334",,,,,,
正一,泰山娘娘行宫,河北省廊坊市大城县县东陈村,马久安,河北,廊坊市,"116.596101,38.669322",,,,,,
全真,二郎庙,河北省廊坊市三河市段甲镇后山村,贾宏文,河北,廊坊市,"117.167671,40.063059",,,,,,
全真,道德缘,河北省廊坊市霸州市开发区北燕家务村,杨立英,河北,廊坊市,"116.380514,39.130449",,,,,,
全真,道缘居三清观,河北省廊坊市文安县大围河乡东羊疃村,刘子强,河北,廊坊市,"116.375742,38.960614",,,,,,
全真,药王观,河北省廊坊市固安县牛坨镇南赵各庄村,任崇亮,河北,廊坊市,"116.370875,39.227950",,,,,,
全真,碧霞宫,河北省廊坊市大城县西留各庄村,马久安,河北,廊坊市,"116.505114,38.567202",,,,,,
全真,老爷山景区三嵕神庙,山西省长治市屯留县余吾镇老马背村,郭金光,山西,长治市,"112.786436,36.436051",,,,,,
全真,大同市万寿纯阳宫,山西省大同市鼓楼西街13号,白明钰,山西,大同市,"113.301817,40.091303",,,,,,
全真,大同市朝阳宫,山西省大同市朝阳东前街22号,郝明高,山西,大同市,"113.300129,40.076762",,,,,,
全真,大同市文昌帝君庙,山西省大同市帝君庙街,刘崇尧,山西,大同市,"113.306720,40.089490",,,,,,
全真,永宁观,山西省大同市大同县巨乐乡巨乐村,杨焕桃,山西,大同市,"113.597451,40.168989",,,,,,
全真,三清观,山西省大同市浑源县东坊城乡唐家庄村,李怀勇,山西,大同市,"113.708649,39.672921",,,,,,
正一,玉祖庙,山西省大同市南郊区平旺乡时庄村,安树佳,山西,大同市,"113.219957,40.038020",,,,,,
正一,真武庙,山西省大同市南郊区新旺乡周家店村,李建国,山西,大同市,"113.284686,40.066045",,,,,,
全真,平遥县二郎庙,山西省晋中市平遥县城内北大街79号,雷三坚,山西,晋中市,"112.182190,37.209727",,,,,,
全真,太谷县龙泉宫,山西省晋中市太谷县侯城乡东山底村,严景诚,山西,晋中市,"112.581256,37.368817",,,,,,
全真,太谷县圣果观,山西省晋中市太谷县北洸乡中咸阳村,杨诚元,山西,晋中市,"112.554026,37.377778",,,,,,
全真,浮山县东张乡贯里村庆唐观,山西省临汾市浮山县东张乡贯里村,庄世元,山西,临汾市,"111.798772,35.873528",,,,,,
全真,洪洞县广胜寺镇好汉宫,山西省临汾市洪洞县广胜寺镇好汉宫,徐天贞,山西,临汾市,"111.807438,36.303344",,,,,,
全真,尧都区魏村山底玉皇庙,山西省临汾市尧都区魏村山底村,翟诚胜,山西,临汾市,"111.497125,36.236628",,,,,,
全真,方山县道教宫观管理委员会,山西省吕梁市方山县北武当镇北武当村,刘龙成,山西,吕梁市,"111.309557,37.737891",,,,,,
全真,三星殿,山西省吕梁市汾阳市贾家庄镇贾家庄村,甄理文,山西,吕梁市,"111.824835,37.294929",,,,,,
全真,云梦山,山西省吕梁市交口县石口乡桥上村,王明玄,山西,吕梁市,"111.119434,36.885967",,,,,,
正一,老爷庙,山西省吕梁市离石区滨河街道办七里滩村,薛罗才,山西,吕梁市,"111.183790,37.526416",,,,,,
正一,关帝庙,山西省吕梁市离石区信义镇信义村,薛罗才,山西,吕梁市,"111.295093,37.555376",,,,,,
正一,上清观道院,山西省吕梁市离石区上安村上清观道院,崔罗飞,山西,吕梁市,"111.137708,37.580856",,,,,,
全真,九凤庵,山西省吕梁市临县大禹乡张家圪达村,吕宗娥,山西,吕梁市,"111.017939,37.827264",,,,,,
全真,莲花山道观,山西省吕梁市临县白文镇南庄村,刘理旺,山西,吕梁市,"111.058897,38.130586",,,,,,
全真,五岳庙,山西省吕梁市柳林县成家庄镇五岳庙,李宗东,山西,吕梁市,"110.911778,37.555225",,,,,,
全真,三皇庙,山西省吕梁市孝义市新义街道贾家庄村,刘宗达,山西,吕梁市,"111.752425,37.141476",,,,,,
全真,吕祖庙,山西省吕梁市孝义市中阳楼街道桥北村,牛理民,山西,吕梁市,"111.811769,37.124892",,,,,,
全真,老爷庙,山西省吕梁市孝义市南阳乡相王村,牛理民,山西,吕梁市,"111.530785,37.180568",,,,,,
全真,关帝庙,山西省吕梁市孝义市新义街道梁家庄村,郭理源,山西,吕梁市,"111.762155,37.140471",,,,,,
正一,太原玉皇阁,山西省太原市尖草坪区柴村街办大留村,许茂公,山西,太原市,"112.448385,37.986788",,,,,,
正一,太原市晋源区北极宫,山西省太原市晋源区金胜镇西寨村北极宫,刘罗鹏,山西,太原市,"112.529297,37.766169",,,,,,
正一,太原市晋源区真武庙,山西省太原市晋源区晋源街道办事处东关村真武庙,陈三和,山西,太原市,"112.572178,37.740116",,,,,,
正一,太原市晋源区皇姑阁,山西省太原市晋源区金胜镇古寨村皇姑阁,张三丰,山西,太原市,"112.540591,37.742246",,,,,,
正一,太原市晋源区太玄宫,山西省太原市晋源区罗城街道办事处蒙山景区太玄宫,陈三和,山西,太原市,"112.463919,37.765512",,,,,,
正一,太原市晋源区结义庙,山西省太原市晋源区晋祠镇北大寺村结义庙,刘罗鹏,山西,太原市,"112.455750,37.706450",,,,,,
全真,太原市万柏林区居贤观,山西省太原市万柏林区东社街办王家庄居贤观道院,张宗健,山西,太原市,"112.458758,37.887268",,,,,,
全真,太原市万柏林区龙蟠宫,山西省太原市万柏林区东社街办南寨村,张宗健,山西,太原市,"112.458643,37.875207",,,,,,
正一,玉皇庙,山西省忻州市忻府区兰村乡晏村,杨玉田,山西,忻州市,"112.708132,38.323022",,,,,,
全真,郊区义东沟三义庙,山西省阳泉市郊区义井镇义东沟村,吴崇来,山西,阳泉市,"113.610259,37.842035",,,,,,
全真,盂县南娄镇天齐庙,山西省阳泉市盂县南娄镇,李高贤,山西,阳泉市,"113.380419,38.034462",,,,,,
全真,山西省芮城县纯阳宫,山西省运城市芮城县永乐镇彩霞村纯阳宫,卫万臣,山西,运城市,"110.528326,34.613157",,,,,,
全真,闻喜县桐城镇五里头村道教活动场所,山西省运城市闻喜县桐城镇五里头村,杨信夏,山西,运城市,"111.213264,35.333593",,,,,,
正一,聚仙岩,山西省朔州市平鲁区凤凰城镇,李法亮,山西,朔州市,"112.184668,39.760850",,,,,,
正一,利民大成宫道教活动场所,山西省朔州市朔城区东街砖窑巷中段编号F5,李法亮,山西,朔州市,"112.459582,39.358911",,,,,,
正一,天云山道观,内蒙古自治区鄂尔多斯市乌审旗无定河镇萨拉乌苏村,王建忠,内蒙古,鄂尔多斯市,"108.648257,37.717344",,,,,,
全真,三清观,内蒙古自治区呼和浩特市回民区攸攸板镇元山子村三清观,兰福玉,内蒙古,呼和浩特市,"111.589976,40.862812",,,,,,
全真,太清宫,内蒙古自治区呼和浩特市新城区艺术厅南街17号,杨柏青,内蒙古,呼和浩特市,"111.681781,40.823356",,,,,,
全真,惠云观,内蒙古自治区呼和浩特市玉泉区小黑河镇达赖村,温达,内蒙古,呼和浩特市,"111.623229,40.765109",,,,,,
全真,水神宫,内蒙古自治区呼和浩特市土默特左旗把什乡,韩素芝,内蒙古,呼和浩特市,"111.100796,40.719783",,,,,,
全真,韩祖宫,内蒙古自治区包头市东河区毛凤章村,侯玉普,内蒙古,包头市,"109.997128,40.573862",,,,,,
全真,红石崖道观,内蒙古自治区乌兰察布市卓资县红召乡官庄村,王志先,内蒙古,乌兰察布市,"112.003609,41.166868",,,,,,
全真,海城市孤山白云宫,辽宁省鞍山市海城市孤山镇白云山风景区,刘高英,辽宁,鞍山市,"123.055687,40.563257",,,,,,
全真,海城市中小九圣宫,辽宁省鞍山市海城市中小镇朱家村,蔡常红,辽宁,鞍山市,"122.543675,40.912178",,,,,,
全真,海城市东四方台药王庙,辽宁省鞍山市海城市东四方台西荒地村,付宝绵,辽宁,鞍山市,"122.765237,41.030132",,,,,,
全真,海城市马风三清观,辽宁省鞍山市海城市马风镇马风村,刘法鑫,辽宁,鞍山市,"122.907479,40.808752",,,,,,
全真,海城海州管理区玉皇山玉皇庙,辽宁省鞍山市海城市海州管理区玉皇山,冯嗣庄,辽宁,鞍山市,"122.771851,40.837540",,,,,,
全真,千山鎏金庵,辽宁省鞍山市千山风景名胜区鎏金庵,冯真德,辽宁,鞍山市,"123.149417,41.030827",,,,,,
全真,鞍山市千山斗姆宫,辽宁省鞍山市千山区大孤山镇上石桥村,李莱成,辽宁,鞍山市,"123.080566,41.012678",,,,,,
全真,鞍山市千山太和宫,辽宁省鞍山市千山风景区太和宫,郭真谛,辽宁,鞍山市,"123.138873,41.038774",,,,,,
全真,千山慈祥观,辽宁省鞍山市千山区千山东路1-9号,李高圣,辽宁,鞍山市,"123.138263,41.049122",,,,,,
全真,千山无量观,辽宁省鞍山市千山风景名胜区无量观,王崇道,辽宁,鞍山市,"123.149417,41.030827",,,,,,
全真,鞍山市千山圆通观,辽宁省鞍山市千山风景区千山东路1-16号,马真极,辽宁,鞍山市,"123.126478,41.013578",,,,,,
全真,鞍山市千山木鱼庵,辽宁省鞍山市千山东路1甲-18号,古真女,辽宁,鞍山市,"123.138263,41.049122",,,,,,
全真,鞍山市千山五龙宫,辽宁省鞍山市千山东路1-12号,王高静,辽宁,鞍山市,"123.133252,41.006925",,,,,,
全真,鞍山市千山武圣观,辽宁省鞍山市千山风景区双塔岭,陈崇阳,辽宁,鞍山市,"123.138873,41.038774",,,,,,
全真,千山普安观,辽宁省鞍山市千山东路1乙-15号,左真昕,辽宁,鞍山市,"123.138261,41.049121",,,,,,
全真,鞍山市千山圣仙宫,辽宁省鞍山市千山风景区,孟洪敏,辽宁,鞍山市,"123.138873,41.038774",,,,,,
全真,东极宫,辽宁省鞍山市千山风景区,郭真谛,辽宁,鞍山市,"123.138873,41.038774",,,,,,
全真,青云观,辽宁省鞍山市千山风景区,蒋真杰,辽宁,鞍山市,"123.138873,41.038774",,,,,,
全真,宝泉观,辽宁省鞍山市千山区唐家房镇,陈真任,辽宁,鞍山市,"122.999038,41.027764",,,,,,
全真,幽冥宫花神庙,辽宁省鞍山市千山区东鞍山镇幽冥宫花神庙,关高稳,辽宁,鞍山市,"122.893278,41.063781",,,,,,
全真,娘娘庙,辽宁省鞍山市千山区汤岗子镇娘娘庙,祝真柏,辽宁,鞍山市,"122.900915,41.012362",,,,,,
全真,关帝庙,辽宁省鞍山市千山区大屯镇石牌路村,穆高炀,辽宁,鞍山市,"123.002648,40.939556",,,,,,
全真,岫岩满族自治县黄花甸瑞峰观,辽宁省鞍山市岫岩满族自治县黄花甸镇关门山村,王兴悦,辽宁,鞍山市,"123.488022,40.478647",,,,,,
全真,岫岩满族自治县药山清华观,辽宁省鞍山市岫岩满族自治县韭菜沟乡药山风景区,田景源,辽宁,鞍山市,"123.425212,40.640992",,,,,,
全真,岫岩满族自治县药山娘娘庙,辽宁省鞍山市岫岩满族自治县韭菜沟乡药山风景区,田景奇,辽宁,鞍山市,"123.425212,40.640992",,,,,,
